Year	Month	CourseName	StudentID	Department	CareerStatus
2018	3	NCBI Workshop	327	Parkland Hospital	grant specialist
2018	3	NCBI Workshop	328	grad school	staff
2018	3	NCBI Workshop	329	Radiation Oncology	Other Researcher
2018	3	NCBI Workshop	330	Urology	Other Researcher
2018	3	NCBI Workshop	331	biochemistry	Grad/Med Student
2018	3	NCBI Workshop	332	McDermott Center	grant specialist
2018	3	NCBI Workshop	335	Radiology	grant specialist
2018	3	NCBI Workshop	338	Bioinformatics	Other Researcher
2018	3	NCBI Workshop	342	Neurology	Faculty
2018	3	NCBI Workshop	343	Opthamology	Faculty
2018	3	NCBI Workshop	348	CAND	Faculty
2018	3	NCBI Workshop	350	Pathology	other researcher
2018	3	NCBI Workshop	353	Clinical Sciences	Other Researcher
2018	3	NCBI Workshop	355	Opthamology	Other Researcher
2018	3	NCBI Workshop	356	CMCRI	Postdoc
2018	3	NCBI Workshop	366	Pathology	Postdoc
2018	3	NCBI Workshop	376	Bioinformatics	Other Researcher
2018	3	NCBI Workshop	380	Pathology	Postdoc
2018	3	NCBI Workshop	382	Bioinformatics	staff
2018	3	NCBI Workshop	383	Pharmacology	Faculty
2018	3	NCBI Workshop	387	CMCRI	staff
2018	3	NCBI Workshop	388	Internal Medicine	Postdoc
2018	3	NCBI Workshop	391	Neuroscience	Postdoc
2018	3	NCBI Workshop	392	CMCRI	Postdoc
2018	3	NCBI Workshop	393	Internal Medicine	Faculty
2018	3	NCBI Workshop	396	Immunology	Postdoc
2018	3	NCBI Workshop	402	CMCRI	Faculty
2018	3	NCBI Workshop	406	Opthamology	Postdoc
2018	2	Python I	21	Bioinformatics	Postdoc
2018	2	Python I	37	Microbiology	Postdoc
2018	2	Python I	38	Neuroscience	Grad/Med Student
2018	2	Python I	98	Radiology	Postdoc
2018	2	Python I	102	Radiology	Postdoc
2018	2	Python I	109	GCRB	Postdoc
2018	2	Python I	221	Cell Biology	Postdoc
2018	2	Python I	236	GCRB	Grad/Med Student
2018	2	Python I	237	Neuroscience	Grad/Med Student
2018	2	Python I	274	Plastic Surgery	Faculty
2018	2	Python I	284	AIRC	Other Researcher
2018	2	Python I	323	Bioinformatics	Postdoc
2018	2	Python I	339	Neuroscience	Postdoc
2018	2	Python I	351	Cell Biology	Postdoc
2018	2	Python I	375	Bioinformatics	Other Researcher
2018	2	Python I	386	CMCRI	Postdoc
2018	2	Python I	399	McDermott Center	Grad/Med Student
2018	10	Python I	4	Clinical Sciences	Faculty
2018	10	Python I	31	Pediatrics	Postdoc
2018	10	Python I	52	Cell Biology	Other Researcher
2018	10	Python I	77	Pharmacology	Other Researcher
2018	10	Python I	112	Clinical Sciences	Other Researcher
2018	10	Python I	115	Cell Biology	Postdoc
2018	10	Python I	116	Neurology and Neurotherapeutics	Postdoc
2018	10	Python I	122	Neuroscience	Postdoc
2018	10	Python I	131	Pathology	Other Researcher
2018	10	Python I	135	Clinical Sciences	Other Researcher
2018	10	Python I	146	Immunology	Other Researcher
2018	10	Python I	148	Neuroscience	Grad/Med Student
2018	10	Python I	150	Cell Biology	Grad/Med Student
2018	10	Python I	151	McDermott Center	Grad/Med Student
2018	10	Python I	174	Clinical Sciences	Other Researcher
2018	10	Python I	177	Urology	Postdoc
2018	10	Python I	186	CMCRI	Postdoc
2018	10	Python I	191	Internal Medicine	Postdoc
2018	10	Python I	192	AIRC	Postdoc
2018	10	Python I	202	Neuroscience	Postdoc
2018	10	Python I	228	GCSB	Postdoc
2018	10	Python I	256	Clinical Sciences	Other Researcher
2018	10	Python I	271	Immunology	Postdoc
2018	10	Python I	273	Radiology	Postdoc
2018	10	Python I	277	GCRB	Postdoc
2018	10	Python I	307	Biophysics	Postdoc
2018	10	Python I	315	Radiology	Other Researcher
2018	10	Python I	337	Bioinformatics	Postdoc
2018	10	Python I	350	Pathology	Grad/Med Student
2018	10	Python I	368	Immunology	Other Researcher
2018	10	Python I	371	Biophysics	Grad/Med Student
2018	10	Python I	378	Pharmacology	Postdoc
2018	10	Python I	384	CMCRI	Grad/Med Student
2018	10	Python I	397	Microbiology	Postdoc
2019	4	Python II	5	Internal Medicine	Other Researcher
2019	4	Python II	15	Cell Biology	Postdoc
2019	4	Python II	133	GCRB	Postdoc
2019	4	Python II	134	Cell Biology	Postdoc
2019	4	Python II	170	Internal Medicine	Postdoc
2019	4	Python II	172	Neuroscience	Postdoc
2019	4	Python II	183	CAND	Grad/Med Student
2019	4	Python II	228	GCSB	Postdoc
2019	4	Python II	249	McDermott Center	Other Researcher
2019	4	Python II	273	Radiology	Postdoc
2019	4	Python II	285	Radiology	Other Researcher
2019	4	Python II	363	SCCC	Postdoc
2019	4	Python II	369	SCCC	Faculty
2019	4	Python II	386	CMCRI	Postdoc
